id,name,description,craft,location,aliases,visual_keywords,visual_description,recognition_hint
entity_JZ_ZD_028,群英会,取材于《三国演义》中"三江口曹操折兵 群英会蒋干中计"这回。图案上部有"群英会"三字。图案居中者为东吴的周瑜（帅旗上有"大都督周"字样）。周瑜见曹军势大，不宜力敌，利用曹操说客蒋干行使反间计，使得蒋干中计、曹操上当，斩水军都督蔡瑁、张允二人，使曹军水师实力大降，为赤壁大战打下胜利基础。,砖雕,中进聚贤堂南面墀头,砖雕群英会,砖雕|群英会,图案上部有"群英会"三字。图案居中者为东吴的周瑜（帅旗上有"大都督周"字样）。,重点结合“群英会”题材与砖雕表现形式进行识别。
entity_JZ_ZD_029,龙凤呈祥,此图由龙、凤凰和祥云组成。在中国古代，龙象征着王权、权威和尊贵，而仪态端方的凤代表着美丽、仁爱和尊贵。龙、凤皆为中国神话传说中的祥瑞之物，两者结合则是太平盛世、高贵吉祥的表现。,砖雕,中进聚贤堂北面墀头,砖雕龙凤呈祥,砖雕|龙凤呈祥|凤凰|龙凤|祥云|动物,此图由龙、凤凰和祥云组成。,重点识别凤凰、龙凤、祥云、动物等可见特征。
entity_JZ_ZD_030,鲤鱼登龙门,图案中有"禹门"二字。禹门又名龙门，是《禹贡》所载大禹"导河积石、至于龙门"之处，位于陕西韩城市城北约30公里。龙门两岸山石耸峙，河道狭窄，黄河奔流其间。龙门以下河面宽阔、水流平缓，龙门以内却是惊涛骇浪、水流湍急，鱼类上游至此，很难通过，因而有能够游过龙门者便可化为龙的传说。人们还用"登龙门"来比喻因得到权贵的提携而声名显赫，李白《与韩荆州书》中有"一登龙门，则声誉十倍"之句。在科举时代，也称会试得中为"登龙门"。,砖雕,中进聚贤堂北面墀头,砖雕鲤鱼登龙门,砖雕|鲤鱼登龙门|鲤鱼|山石|动物,图案中有"禹门"二字。龙门两岸山石耸峙，河道狭窄，黄河奔流其间。,重点识别鲤鱼、山石、动物等可见特征。
entity_JZ_ZD_031,东方朔偷桃·麻姑献寿,东方朔（公元前154—公元前93年），字曼倩，西汉辞赋家。汉武帝即位后征天下贤良学士，他上书自荐，后任常侍郎、太中大夫等职。性格诙谐，言词敏捷，滑稽多智。传说他因生活困难往天客求助，适逢王母开蟠桃盛会，他在瑶池宝阁偷吃了仙桃，被守护神抓住绑去见王母娘娘，他用滑稽的语言反复申辩，说得王母娘娘十分喜悦，就赦免了他的罪过，并赐仙酒仙肴给他。麻姑是中国古代神话传说中的一位女寿仙，传说农历三月初三王母娘娘寿辰时，召开蟠桃会，群仙齐为祝寿。百花、牡丹、芍药和海棠四位仙子采花，特邀麻姑同往，麻姑于是在绛珠河畔以灵芝酿酒，献给王母娘娘祝寿。,砖雕,中进东路北面墀头,砖雕东方朔偷桃·麻姑献寿|东方朔偷桃麻姑献寿,砖雕|东方朔偷桃|麻姑献寿|东方朔|祝寿|献寿|牡丹|麻姑|植物纹样,百花、牡丹、芍药和海棠四位仙子采花，特邀麻姑同往，麻姑于是在绛珠河畔以灵芝酿酒，献给王母娘娘祝寿。,重点识别东方朔、祝寿、献寿、牡丹、麻姑等可见特征。
entity_JZ_ZD_032,金鱼图,金鱼，亦称"金鲫鱼"，是由鲫鱼演化而成的观赏鱼类。用鱼的形象作装饰纹样，最早见于原始社会的彩陶盆上，商周时的玉佩、青铜器上亦多有鱼形。"鱼"与"余"谐音，隐喻富裕、有余。,砖雕,中进东路北面墀头,金鱼|砖雕金鱼图,砖雕|金鱼图|金鱼|动物,用鱼的形象作装饰纹样，最早见于原始社会的彩陶盆上，商周时的玉佩、青铜器上亦多有鱼形。,重点识别金鱼、动物等可见特征。
entity_JZ_ZD_033,徐公案,取材戏剧《徐公案》。图中有"汉阳"二字。《徐公案》的主要剧情是：明代中叶，东袭国公徐延昭被贬为汉阳知府，当时御史海瑞随皇太子在云南安民，归途中路过汉阳，欲去拜访。首迹渔女状告徐延昭之子徐猛抢亲害命。海瑞促皇太子一齐到汉阳府，巧妙地道出徐猛抢亲之事，徐公居功自傲不服，后经渔女当堂对质，事实面前，徐公以国法为重，大义灭亲，刀铡其子，为民申冤。,砖雕,中进西路北面墀头,砖雕徐公案,砖雕|徐公案|人物,图中有"汉阳"二字。,重点结合“徐公案”题材与砖雕表现形式进行识别。
entity_JZ_ZD_034,玉皇殿,图案中有"玉皇殿"三字。玉皇殿又称凌霄殿，是神话传说中天界玉皇大帝的宫殿。此画面上，玉皇大帝端坐中央，众神仙分立两侧。,砖雕,中进西路北面墀头,砖雕玉皇殿,砖雕|玉皇殿|神仙|端坐|人物,图案中有"玉皇殿"三字。此画面上，玉皇大帝端坐中央，众神仙分立两侧。,重点识别神仙、端坐等可见特征。
entity_JZ_ZD_035,喜上眉梢,在中国传统习俗里，喜鹊被认为是一种报喜的吉祥鸟，寓意喜庆之事。梅开百花之先，是报春的花。喜鹊站立梅梢，因"梅梢"与"眉梢"谐音，所以又称为"喜上眉梢"。,砖雕,后进东路南面墀头,砖雕喜上眉梢,砖雕|喜上眉梢|站立|喜鹊,喜鹊站立梅梢，因"梅梢"与"眉梢"谐音，所以又称为"喜上眉梢"。,重点识别站立、喜鹊等可见特征。
entity_JZ_ZD_036,天姬送子,玉帝的七仙女偶然在南天门俯望人间景色，知道孝子董永卖身葬父，乃对董永由怜生爱，不惜私下凡间与董永结成夫妻。后来玉帝知道此事后，命她立即返回天宫，不然祸及董永，七仙女爱夫情切，只有忍痛分离。董永勤奋读书，第二年高中状元荣归故里，恰巧天上七仙女产下麟儿，玉帝特允许七仙女下凡，把孩子交董永抚养，让他们得见最后一面。百日姻缘，千秋永留佳话。天姬的造型多为怀抱婴儿的仙女。,砖雕,后进中路南面墀头,砖雕天姬送子,砖雕|天姬送子|仙女|送子,天姬的造型多为怀抱婴儿的仙女。,重点识别仙女、送子等可见特征。
entity_JZ_ZD_038,大宴铜雀台,取材于《三国演义》中"曹操大宴铜雀台 孔明三气周公瑾"这回。图案中有"铜雀台"三字。赤壁之战后，曹操很快恢复了势力，并于建安十五年（210年）建造了铜雀台。举行落成典礼的当晚，曹操在铜雀台上大宴群臣，曹操坐在铜雀台上观看校场中大将们比武。图案突出刻画了徐晃与许褚在比武之后，为争夺象征荣誉的锦袍而斗得难解难分的场景。,砖雕,后进中路南面墀头,砖雕大宴铜雀台,砖雕|大宴铜雀台|比武|徐晃|许褚|动物,图案中有"铜雀台"三字。图案突出刻画了徐晃与许褚在比武之后，为争夺象征荣誉的锦袍而斗得难解难分的场景。,重点识别比武、徐晃、许褚、动物等可见特征。
entity_JZ_ZD_039,甘露寺,取材于《三国演义》中"吴国太佛寺看新郎 刘皇叔洞房续佳偶"这回。图案中有"甘露寺"三字。孙权屡次向刘备索还荆州，未有结果，于是采用周瑜的计策，假装要将胞妹孙尚香许刘备为妻，用"美人计"骗刘备过江来，以此要挟。没想到计谋被诸葛亮识破，将计就计，派赵云保护刘备前往。刘备在甘露寺招亲，孙刘联姻弄假成真，最终东吴"赔了夫人又折兵"。,砖雕,后进西路南面墀头,砖雕甘露寺,砖雕|甘露寺|诸葛亮|刘备,图案中有"甘露寺"三字。没想到计谋被诸葛亮识破，将计就计，派赵云保护刘备前往。,重点识别诸葛亮、刘备等可见特征。
entity_JZ_ZD_040,完璧归赵,战国时，秦昭王声称愿以五座城池换赵国的和氏璧，赵国惠文王左右为难，蔺相如自荐愿意携璧出使秦国，并保证"城入赵而璧留秦；城不入，臣请完璧归赵。"到了秦国，秦王只顾欣赏和氏璧，却绝口不提交换之事。蔺相如见秦王没有诚意，设计将璧送回赵国，后蔺相如为大夫。后来以"完璧归赵"来比喻把原物完好地归还本人。图案中部侧身而坐的为秦王，其上有"秦邦"二字，下部手持玉璧的为蔺相如，正不卑不亢地侃侃而谈。,砖雕,后进西路南面墀头,砖雕完璧归赵,砖雕|完璧归赵,图案中部侧身而坐的为秦王，其上有"秦邦"二字，下部手持玉璧的为蔺相如，正不卑不亢地侃侃而谈。,重点结合“完璧归赵”题材与砖雕表现形式进行识别。
entity_JZ_ZD_041,葡萄,葡萄属落叶藤本植物，叶互生，近圆形，果实椭圆形或圆形，成熟时呈紫色或绿色，味道甘酸，多汁，可酿酒。因葡萄果实累累，藤蔓绵长，常被人们喻为丰收、富贵和长寿。,砖雕,后进西路南面墀头,砖雕葡萄,砖雕|葡萄|绿色|植物纹样,葡萄属落叶藤本植物，叶互生，近圆形，果实椭圆形或圆形，成熟时呈紫色或绿色，味道甘酸，多汁，可酿酒。,重点识别绿色、植物纹样等可见特征。
